target,phonemes_clean,phonemes_substitute_5pct,phonemes_substitute_10pct,phonemes_substitute_20pct,phonemes_delete_5pct,phonemes_delete_10pct,phonemes_delete_20pct,phonemes_insert_5pct,phonemes_insert_10pct,phonemes_insert_20pct
TODAY'S CONTESTANTS ARE,T AH D EY EH S K AH N T EH S T AH N T S AA R,T AH D EY EH S K AH N T EH S T AH N AA S AA R,T AH D EY EH S K AH SH T EH S T AH ' T S AA R,T AO D EY EH S K P N T EH S T AH N T AY M R,T AH D EY EH S AH N T EH S T AH N T S AA R,T AH D EY EH S K N T EH S AH N T S AA R,T AH EY S K AH N T EH S T N T S AA,T AH D EY EH S K AH N T EH S T AH K N T S AA R,T AH D EY EH S K AH S N T EH S T AH ' N T S AA R,T AH D EY EH M S K AH N T UW EH S L T AH UW N T S AA R
WE MIGHT FIND SOME MARITIME MEMORABILIA,W IY M AY T F AY N D S AH M M EH R AH T AY M M EH M ER AH B IY L Y AH,W IY M AY T F AY N D S AH M M EH R AH T AY M M EH M ER V B IY L Y AH,W IY M AY T F AY N D DH AH M M EH R AH T AY M M EH AO ER AH B IY L Y V,W IY M EH SH F AY N D S AH M M EH R W T AY M M EH P ' AH T IY L Y AH,W IY M AY T F AY N D S AH M M EH R AH T AY M M EH ER AH B IY L Y AH,W IY M AY F AY N D S AH M M EH R AH T AY M M M AH B IY L Y AH,W IY M AY T F AY N S M M EH R T AY M EH M AH B L Y AH,W IY M AY T F AY N D S NG AH M M EH R AH T AY M M EH M ER AH B IY L Y AH,W IY M AY T F AY N D AO S AH M M EH R AH T AY M M EH DH M ER AH B IY L Y UW AH,W IY M AY T F AY N D S AH M M EH R AH T AY M M IH EH G M ER ER SH AH ZH B IY L Y HH AH
ESPECIALLY AS IT RELATES TO CHILDREN,AH S P EH SH L IY AE Z IH T R IH L EY T S T UW CH IH L D R AH N,AH M P EH SH L IY AE Z IH T R IH L EY T S T UW CH IH L D R AH N,AH S P EH SH L IY AE Z IH T P IH L K T S T HH CH IH L D R AH N,AH S P EH SH L AH AE Z Y F R IH L EY T S T UW CH JH L D R AY N,AH S P EH SH L IY AE Z IH T R IH L EY T S T UW CH IH L R AH N,S P SH L IY AE Z IH T R IH L EY T S T UW CH IH L D R N,AH S EH SH L IY AE Z IH R L EY T S T UW CH D R AH N,AH S P EH SH L IY AE OY Z IH T R IH L EY T S T UW CH IH L D R AH N,AH S P EH SH L IY AE Z IH T HH R IH L P EY T S T JH UW CH IH L D R AH N,AH S P EH SH L IY M AE Z SH IH T R IH L EY T S K T UW CH IH L T D R EY AH N
SO WONDERFUL TO SEE THAT,S OW W AH N D ER F AH L T UW S IY DH AE T,S OW W AH N D ER AO AH L T UW S IY DH AE T,S OW W AH N D ER F AH OW T UW S IY EY AE T,S EH W AH N AE OY F AH L T UW S IY DH AE T,S OW W AH N D ER F AH L UW S IY DH AE T,S OW W AH N D ER AH L T UW S DH AE T,S OW W AH N D ER F AH L UW IY DH T,S OW W AH N D ER F AW AH L T UW S IY DH AE T,S OW W AH N D ER F AH NG L T UW S IY ER DH AE T,S NG OW W AH N D ER F UW AH W L T UW S IY DH AE T
THAT I'LL BE OK,DH AE T AY ' L EH L B IY OW K EY,DH AE T AY ' L EH L B IY OW K AE,DH AE T AY ' L EH AY B IY OW K EY,DH AE ' AY ' L EH AE B IY OW K JH,DH AE T ' L EH L B IY OW K EY,DH AE AY ' L EH L B IY OW K EY,DH AE T AY ' L EH IY OW EY,DH AE T AY ' L EH AA L B IY OW K EY,DH AE T AY ' L EH AY L B IY OW K EY,DH AE IY T AY ' AE L IY EH L B IY OW K EY
THERE'S NO OBVIOUS REASON,DH EH R EH S N OW AA B V IY AH S R IY Z AH N,HH EH R EH S N OW AA B V IY AH S R IY Z AH N,DH EH R EH S N OW Y B V IY AH M R IY Z AH N,DH EH R V TH N OW AA B S UW AH S R IY Z AH N,DH EH R EH S N OW AA V IY AH S R IY Z AH N,DH EH R EH S N OW AA B V IY AH S R Z N,DH EH S N OW B V AH S R IY Z AH N,DH EH R EH S N OW AA B V IY AH S R IY Z AH AH N,DH EH R EH S N OW M AA B V IY AH W S R IY Z AH N,DH EH ER R EH S N OW AA B V EY IY SH AH S R HH IY Z AH N
AS WELL AS THE GREEN MAN,AE Z W EH L AE Z DH AH G R IY N M AE N,AE Z W EH L AE AA DH AH G R IY N M AE N,AE Z W EH L AE Z DH AH JH R AA N M AE N,AE Z W EH SH AE Z DH EY G R IY N IH AE N,AE Z W EH L AE Z DH AH G R IY M AE N,AE W EH L AE Z DH G R IY N M AE N,AE Z W L AE Z DH AH R N M AE N,AE Z W EH L AE Z DH AH G R F IY N M AE N,AE Z W EH L AE Z DH AH AA G R IY IY N M AE N,AE Z W EH L AE Z DH AY AH G R IY N M CH AE IH N
BUT SHE'S NOT CONFUSED,B AH T SH IY EH S N AA T K AH N F Y UW Z D,B AH T SH G EH S N AA T K AH N F Y UW Z D,B AH T SH IY EH S N Y T K AH ' F Y UW Z D,B AH T S IY ER S N AA T HH ' N F Y UW Z D,B AH T SH EH S N AA T K AH N F Y UW Z D,B AH T IY EH S AA T K AH N F Y UW Z D,B AH IY EH S N AA T K AH Y UW Z D,B AH AE T SH IY EH S N AA T K AH N F Y UW Z D,B AH T SH IY EH S N W AA T K AH ' N F Y UW Z D,B AH AH T SH IY EH S F N AA T F K AH N F Y UW Z UH D
IT REALLY WAS THAT BAD,IH T R IH L IY W AA Z DH AE T B AE D,IH T T IH L IY W AA Z DH AE T B AE D,IH T R IH L IY W AA Z DH ZH T B AO D,IH T R IH L Y W AA Z DH AE IY EY AE D,IH T R IH L IY W AA Z DH T B AE D,IH T IH L IY W Z DH AE T B AE D,IH R IH L IY W AA Z DH B AE D,IH T R IH L IY W AA Z DH AE T AA B AE D,IH T R IH L IY W AA Z DH Z AE T B AH AE D,IH CH T R IH L AY IY SH W AA Z DH AE T B AE D
AND FOR ME THE SURPRISE WAS,AH N D F AO R M IY DH AH S ER P R AY Z W AA Z,AH N D Y AO R M IY DH AH S ER P R AY Z W AA Z,AH N D F AO R M IY DH ZH S ER P R AY F W AA Z,AH N D F AO AW M IY DH AH EH ER OW AY AY Z W AA Z,AH N D F AO R M IY DH S ER P R AY Z W AA Z,AH N D F AO R M IY DH AH S ER P R Z AA Z,N D F AO M IY DH S ER P R Z W AA Z,AH N D F AO R M ER IY DH AH S ER P R AY Z W AA Z,AH N D F AO R M IY DH Z AH S ER P R AY F Z W AA Z,IY AH N D F AO ER R M IY DH AH S ER P SH R AY Z W SH AA Z
